filename,sub_class
tshirt_0.png,magliette a maniche corte
tshirt_10.png,magliette a maniche corte
tshirt_100.png,magliette a maniche corte
tshirt_1000.png,magliette a maniche corte
tshirt_1001.png,magliette a maniche corte
tshirt_1002.png,tank top
tshirt_1003.png,tank top
tshirt_1004.png,magliette a maniche corte
tshirt_1005.png,magliette a maniche corte
tshirt_1006.png,magliette a maniche corte
tshirt_1007.png,magliette a maniche corte
tshirt_1008.png,magliette a maniche corte
tshirt_1009.png,magliette a maniche corte
tshirt_101.png,magliette a maniche corte
tshirt_1010.png,magliette a maniche corte
tshirt_1011.png,magliette a maniche corte
tshirt_1012.png,magliette a maniche corte
tshirt_1013.png,magliette a maniche corte
tshirt_1014.png,tank top
tshirt_1015.png,magliette a maniche corte
tshirt_1016.png,magliette a maniche corte
tshirt_1017.png,tank top
tshirt_1018.png,magliette a maniche corte
tshirt_1019.png,magliette a maniche corte
tshirt_1021.png,magliette a maniche corte
tshirt_1022.png,magliette a maniche corte
tshirt_1023.png,magliette a maniche corte
tshirt_1024.png,magliette a maniche corte
tshirt_1025.png,tank top
tshirt_1026.png,magliette a maniche corte
tshirt_1027.png,magliette a maniche corte
tshirt_1028.png,magliette a maniche corte
tshirt_1029.png,magliette a maniche corte
tshirt_103.png,magliette a maniche corte
tshirt_1031.png,magliette a maniche corte
tshirt_1032.png,magliette a maniche lunghe
tshirt_1033.png,magliette a maniche corte
tshirt_1034.png,magliette a maniche corte
tshirt_1036.png,magliette a maniche corte
tshirt_1039.png,magliette a maniche corte
tshirt_104.png,top
tshirt_1041.png,magliette a maniche corte
tshirt_1042.png,magliette a maniche corte
tshirt_1043.png,magliette a maniche corte
tshirt_1044.png,magliette a maniche corte
tshirt_1045.png,magliette a maniche corte
tshirt_1046.png,magliette a maniche corte
tshirt_1047.png,magliette a maniche corte
tshirt_1048.png,magliette a maniche corte
tshirt_1049.png,tank top
tshirt_105.png,magliette a maniche corte
tshirt_1050.png,magliette a maniche corte
tshirt_1052.png,magliette a maniche corte
tshirt_1053.png,magliette a maniche corte
tshirt_1054.png,magliette a maniche corte
tshirt_1055.png,magliette a maniche lunghe
tshirt_1056.png,magliette a maniche corte
tshirt_1057.png,magliette a maniche corte
tshirt_1059.png,magliette a maniche corte
tshirt_106.png,magliette a maniche corte
tshirt_1060.png,magliette a maniche corte
tshirt_1061.png,magliette a maniche lunghe
tshirt_1062.png,magliette a maniche lunghe
tshirt_1064.png,magliette a maniche corte
tshirt_1066.png,magliette a maniche corte
tshirt_1067.png,magliette a maniche corte
tshirt_1068.png,magliette a maniche corte
