filename,sub_class
pullover_0.png,pullover
pullover_1.png,pullover
pullover_10.png,pullover
pullover_1000.png,pullover
pullover_1001.png,pullover
pullover_1002.png,pullover
pullover_1006.png,pullover
pullover_1008.png,dolce vita
pullover_1009.png,pullover
pullover_101.png,dolce vita
pullover_1010.png,dolce vita
pullover_1011.png,felpa
pullover_1012.png,dolce vita
pullover_1015.png,pullover
pullover_1016.png,felpa
pullover_1017.png,felpa
pullover_1018.png,felpa
pullover_1020.png,dolce vita
pullover_1023.png,felpa
pullover_1024.png,pullover
pullover_1025.png,pullover
pullover_1027.png,pullover
pullover_1028.png,pullover
pullover_1029.png,pullover
pullover_103.png,pullover
pullover_1030.png,pullover
pullover_1031.png,dolce vita
pullover_1034.png,dolce vita
pullover_1035.png,pullover
pullover_1036.png,dolce vita
pullover_1037.png,pullover
pullover_1038.png,pullover
pullover_1039.png,pullover
pullover_1042.png,pullover
pullover_1044.png,pullover
pullover_1045.png,pullover
pullover_1047.png,felpa
pullover_1048.png,felpa
pullover_105.png,felpa
pullover_1051.png,pullover
pullover_1053.png,felpa
pullover_1058.png,pullover
pullover_106.png,felpa
pullover_1060.png,pullover
pullover_1061.png,dolce vita
pullover_1062.png,dolce vita
pullover_1063.png,pullover
pullover_1066.png,pullover
pullover_1067.png,pullover
pullover_1071.png,pullover
pullover_1074.png,pullover
pullover_1078.png,pullover
pullover_108.png,dolce vita
pullover_11.png,pullover
pullover_110.png,pullover
pullover_111.png,felpa
pullover_112.png,pullover
pullover_114.png,felpa
pullover_115.png,dolce vita
pullover_116.png,pullover
pullover_118.png,felpa
pullover_119.png,pullover
pullover_120.png,pullover
pullover_121.png,pullover
pullover_122.png,pullover
pullover_123.png,pullover
pullover_125.png,dolce vita
pullover_127.png,dolce vita
pullover_129.png,pullover
pullover_13.png,pullover
pullover_130.png,pullover
pullover_131.png,dolce vita
pullover_132.png,dolce vita
pullover_133.png,pullover
pullover_137.png,pullover
pullover_142.png,felpa
pullover_145.png,dolce vita
pullover_146.png,pullover
pullover_147.png,pullover
pullover_148.png,pullover
pullover_149.png,dolce vita
pullover_152.png,pullover
pullover_156.png,pullover
pullover_157.png,pullover
pullover_159.png,felpa
pullover_16.png,pullover
pullover_160.png,felpa
pullover_161.png,pullover
