filename,sub_class
coat_100.png,giacca in pelle
coat_11.png,giacca in pelle
coat_1475.png,blazer
coat_1795.png,blazer
coat_18.png,giacca in pelle
coat_195.png,giubbino invernale
coat_20.png,giubbino leggero
coat_2039.png,giacca in pelle
coat_2102.png,giacca in pelle
coat_2971.png,giacchetta
coat_2973.png,giubbino leggero
coat_2985.png,montgomery
coat_2994.png,montgomery
coat_2996.png,giacchetta
coat_2997.png,giubbino leggero
coat_3011.png,giacchetta
coat_3026.png,giubbino leggero
coat_3039.png,giacchetta
coat_3044.png,giubbino leggero
coat_3045.png,giubbino leggero
coat_3047.png,giacchetta
coat_3049.png,giacchetta
coat_3051.png,giacchetta
coat_3059.png,montgomery
coat_3060.png,giubbino invernale
coat_3074.png,giubbino leggero
coat_3094.png,giacchetta
coat_3097.png,giacchetta
coat_3108.png,giubbino leggero
coat_3113.png,blazer
coat_3125.png,giacchetta
coat_3127.png,giacchetta
coat_3129.png,giacchetta
coat_3132.png,montgomery
coat_3133.png,giubbino leggero
coat_3134.png,giacchetta
coat_3141.png,giubbino leggero
coat_3149.png,giubbino invernale
coat_3158.png,giubbino leggero
coat_3164.png,giubbino invernale
coat_3168.png,giubbino leggero
coat_3171.png,giubbino leggero
coat_3209.png,giubbino leggero
coat_3210.png,giacca in pelle
coat_3231.png,giubbino leggero
coat_3234.png,montgomery
coat_3251.png,giacchetta
coat_3252.png,giacchetta
coat_3253.png,blazer
coat_3254.png,giubbino leggero
coat_3255.png,giacchetta
coat_3256.png,giacchetta
coat_3265.png,giubbino leggero
coat_3274.png,giubbino invernale
coat_3286.png,giacchetta
coat_3288.png,giacca in pelle
coat_3289.png,giacchetta
coat_3291.png,giubbino leggero
coat_3294.png,giacchetta
coat_3308.png,giubbino leggero
coat_3313.png,giubbino leggero
coat_3319.png,giacchetta
coat_3328.png,giubbino invernale
coat_3332.png,giubbino leggero
coat_3344.png,giacchetta
coat_3356.png,giacca in pelle
coat_3360.png,giacchetta
coat_3361.png,giacchetta
coat_3371.png,giubbino leggero
coat_3387.png,giubbino leggero
coat_3388.png,giacca in pelle
coat_3402.png,giubbino invernale
coat_3403.png,giacca in pelle
coat_3413.png,giubbino leggero
coat_3426.png,giacchetta
coat_3440.png,giacchetta
coat_3443.png,giacchetta
coat_3448.png,blazer
coat_3451.png,montgomery
coat_3452.png,montgomery
coat_3458.png,giacchetta
coat_3461.png,giacchetta
coat_3462.png,giubbino leggero
coat_3463.png,giubbino leggero
coat_3469.png,giacchetta
coat_3470.png,giubbino leggero
coat_3471.png,giubbino leggero
coat_3472.png,giubbino leggero
coat_3479.png,giubbino leggero
coat_3479.pngcoat_3559.png,giacchetta
coat_3480.png,giacca in pelle
coat_3481.png,giubbino invernale
coat_3484.png,giubbino leggero
coat_3494.png,giubbino leggero
coat_3504.png,giubbino invernale
coat_3512.png,giacchetta
coat_3515.png,giubbino leggero
